M_SIGLAUNIVOCA;M_SIGLAAZ;DESCRIZIONE;NOMEBREVE;COORDX;COORDY;TIPO;COMUNE;LOCALITA;STAMPAPERORARIO;IDDISEGNO;FR;SOPPRESSA;STALLO
RECSPEP;CSPEP;CASTELLARANO - PEEP;NULL;637274,757;929731,295;1;54;Castellarano;NULL;973137274;S;N;NULL
RECSSOT;CSSOT;CASTELNOVO SOTTO;NULL;623535,466;963436,528;1;NULL;NULL;NULL;343623535;S;N;NULL
RECURRA;CURRA;CURRADA;NULL;610435,432;933973,411;1;NULL;NULL;NULL;397310435;S;N;NULL
RECVPIA;CVPIA;CAVRIAGO - STRADA PIANELLA;NULL;620878,815;949573,56;1;NULL;NULL;NULL;957320878;S;N;NULL
RECVZAE;CVZAE;CAVRIAGO - ZONA ARTIGIANALE EST;NULL;622120,543;950006,243;1;NULL;NULL;NULL;622120;S;N;NULL
RECVZAW;CVZAW;CAVRIAGO - ZONA ARTIGIANALE OVEST;NULL;620111,66;950446,672;1;NULL;NULL;NULL;44620111;S;N;NULL
REDEBBI;DEBBI;DEBBIA;NULL;630250,357;920754,625;1;285;Baiso;NULL;75430250;S;N;NULL
REDEPCALERNO;DEPCALERNO;DEPOSITO CALERNO-ENZA;NULL;617394,194;956782,46;NULL;NULL;NULL;NULL;678217394;S;N;NULL
REDEPGUALTIE;DEPGUALTIE;Deposito Gualtieri;NULL;628219,174;972729,607;NULL;NULL;NULL;NULL;272928219;S;N;NULL
REDEPLIGONCH;DEPLIGONCH;Deposito Ligonchio;NULL;626878,054;943374,342;1;NULL;NULL;S;337426878;S;N;NULL
REDINAZ;DINAZ;DINAZZANO;NULL;638607,122;936924,703;1;137;Casalgrande;NULL;692438607;S;N;NULL
REDUEMA;DUEMA;DUE MAESTA';NULL;630471,339;946752,725;1;NULL;NULL;NULL;675230471;S;N;NULL
REFABBI;FABBI;FABBRICO;NULL;643436,723;970432,279;1;NULL;NULL;NULL;43243436;S;N;NULL
REFAZZA;FAZZA;FAZZANO;NULL;639895,16;956521,404;1;186;Correggio;S;652139895;S;N;NULL
REFEBBI;FEBBI;FEBBIO;NULL;614286,094;906970,656;1;NULL;NULL;NULL;697014286;S;N;NULL
REFELIN;FELIN;FELINA - VIA KENNEDY;NULL;616051,414;923261,066;1;NULL;NULL;NULL;326116051;S;N;NULL
REFEVDV;FEVDV;FELINA - VIA DI VITTORIO;NULL;616069,377;923235,317;1;NULL;NULL;NULL;323516069;S;N;NULL
REFIESS;FIESS;FIESSO;NULL;614516,534;964350,785;1;NULL;NULL;NULL;435014516;S;N;NULL
REFONCH;FONCH;FONTANA - CHIESA;NULL;643049,594;948905,121;1;97;Rubiera;S;890543049;S;N;NULL
REFOSDO;FOSDO;FOSDONDO;NULL;637132,861;959551,047;1;186;Correggio;NULL;955137132;S;N;NULL
REFRANC;FRANC;VIA MONTE PASUBIO;NULL;628884,949;951279,066;1;NULL;NULL;NULL;127928884;S;N;NULL
REFRASC;FRASC;FRASCARO;NULL;609718,501;922052,139;NULL;NULL;NULL;S;205209718;S;N;NULL
REFSDON;FSDON;FOSDONDO;NULL;637126,762;959545,674;1;186;Correggio;NULL;954537126;S;N;NULL
REGARDE;GARDE;GARDENIA;NULL;628909,969;951700,156;1;NULL;NULL;NULL;170028909;S;N;NULL
REGASOM;GASOM;PARCHEGGIO - GASOMETRO;NULL;629472,008;951620,497;1;NULL;NULL;NULL;162029472;S;N;NULL
REGASTO;GASTO;GAVASSETO;NULL;632877,645;946107,336;1;NULL;NULL;NULL;610732877;S;N;NULL
REGATTA;GATTA;GATTA;NULL;616751,772;918396,843;1;NULL;NULL;NULL;839616751;S;N;NULL
REGAVAS;GAVAS;GAVASSA;NULL;633451,596;952092,244;1;NULL;NULL;NULL;209233451;S;N;NULL
REGAZRO;GAZRO;GAZZARO;NULL;614450,138;956425,795;1;NULL;NULL;NULL;642514450;S;N;NULL
REGAZTA;GAZTA;GAZZATA;NULL;639956,062;951488,125;1;117;San Martino In Rio;NULL;148839956;S;N;NULL
REGAZZA;GAZZA;GAZZANO;NULL;620057,912;903612,751;1;NULL;NULL;NULL;361220057;S;N;NULL
REGHIDO;GHIDO;GHIARDO;NULL;619102,125;947150,625;1;NULL;NULL;NULL;715019102;S;N;NULL
REGIOVA;GIOVA;VIA PAPA GIOVANNI XXIII;NULL;630620,699;949638,295;1;NULL;NULL;NULL;963830620;S;N;NULL
REGNANA;GNANA;GNANA;NULL;615747,083;921280,54;1;NULL;NULL;NULL;128015747;S;N;NULL
REGONZA;GONZA;GONZAGA - VIALE VIRGILIO;NULL;643492,917;979622,291;1;NULL;NULL;NULL;962243492;S;N;NULL
REGOVA;GOVA;GOVA;NULL;620799,158;910469,017;1;NULL;NULL;NULL;46920799;S;N;NULL
REGPII;GPII;GPII;NULL;629526,551;951501,026;1;NULL;NULL;NULL;150129526;S;N;NULL
REGUALL;GUALL;GUASTALLA - VIA ALLENDE;NULL;631329,282;975461,281;1;NULL;NULL;NULL;546131329;S;N;NULL
REGUALT;GUALT;GUALTIERI;NULL;628762,456;973905,989;1;NULL;NULL;NULL;390528762;S;N;NULL
REGUPIE;GUPIE;PIEVE DI GUASTALLA;NULL;631501,477;974857,026;1;NULL;NULL;NULL;485731501;S;N;NULL
REGUROC;GUROC;GUALTIERI - TEMPO ROCK;NULL;628772,214;972328,954;1;NULL;NULL;NULL;232828772;S;N;NULL
REGUSCU;GUSCU;GUASTALLA - POLO SCOLASTICO;NULL;631178,8;975408,946;1;NULL;NULL;NULL;540831178;S;N;NULL
REINGEGNERIA;INGEGNERIA;NULL;NULL;654816,411;943941,787;NULL;326;Carpi;S;394154816;S;N;NULL
REINVRU;INVRU;INC. VIA RUINI;NULL;630312,843;952910,022;1;NULL;NULL;NULL;291030312;S;N;NULL
REIPFCA;IPFCA;INC. VIA BELLI;NULL;627846,844;948559,907;1;NULL;NULL;NULL;855927846;S;N;NULL
REKENED;KENED;CENTRO KENNEDY;NULL;627844,989;951982,588;1;NULL;NULL;NULL;198227844;S;N;NULL
RELARI;LARI;PIAZZALE LARI;NULL;630558,427;952874,596;NULL;NULL;NULL;S;287430558;S;N;NULL
RELATTE;LATTE;LATTERIE RIUNITE;NULL;627535,069;951762,631;1;NULL;NULL;NULL;176227535;S;N;NULL
RELEMIZ;LEMIZ;LEMIZZONE;NULL;639042,829;955092,09;1;186;Correggio;NULL;509239042;S;N;NULL
RELOCA;LOCA;L'OCA;NULL;622937,357;918435,881;1;NULL;NULL;NULL;843522937;S;N;NULL
RELORA;LORA;LORA;NULL;622739,739;960977,765;1;NULL;NULL;NULL;97722739;S;N;NULL
REMACHI;MACHI;MANCASALE - CHIESA;NULL;630557,861;953520,136;1;NULL;NULL;NULL;352030557;S;N;NULL
REMAGNA;MAGNA;CA' MAGNANO;NULL;613689,463;922417,916;NULL;NULL;NULL;S;241713689;S;N;NULL
REMAISE;MAISE;MAROLA - INC. SEMINARIO;NULL;618994,205;926118,587;1;NULL;NULL;NULL;611818994;S;N;NULL
REMARO;MARO;MARO;NULL;614796,219;918307,344;1;NULL;NULL;NULL;830714796;S;N;NULL
REMASCH;MASCH;MASONE - CHIESA;NULL;636057,076;948413,548;1;NULL;NULL;NULL;841336057;S;N;NULL
REMASERATI;MASERATI;NULL;NULL;653938,96;945954,241;NULL;326;Carpi;S;595453938;S;N;NULL
REMASON;MASON;MASONE;NULL;635787,651;947798,242;1;NULL;NULL;NULL;779835787;S;N;NULL
REMASSA;MASSA;MASSA;NULL;627427,693;916055,286;1;NULL;NULL;NULL;605527427;S;N;NULL
REMASSE;MASSE;MASSENZATICO;NULL;634606;954994,594;1;NULL;NULL;NULL;499434606;S;N;NULL
REMATTE;MATTE;VIA MATTEOTTI;NULL;630004,422;950250,572;1;NULL;NULL;NULL;25030004;S;N;NULL
REMDURO;MDURO;MONTEDURO;NULL;608534,249;919417,308;1;NULL;NULL;NULL;941708534;S;N;NULL
REMELET;MELET;MELETOLE;NULL;625211,646;967343,829;1;NULL;NULL;NULL;734325211;S;N;NULL
REMIGLIA;MIGLIA;MIGLIARINA;NULL;645331,14;963085,08;1;326;Carpi;NULL;308545331;S;N;NULL
REMINOZ;MINOZ;MINOZZO;NULL;614431,027;912870,227;1;NULL;NULL;NULL;287014431;S;N;NULL
REMOCPR;MOCPR;MONTECCHIO - VIA C. PRAMPOLINI;NULL;614888,796;950773,066;1;NULL;NULL;NULL;77314888;S;N;NULL
REMOEST;MOEST;NULL;NULL;656143,464;944158,232;NULL;326;Carpi;S;415856143;S;N;NULL
REMONFA;MONFA;MONTEFARAONE - CASE RAVAZZINI;NULL;626308,101;925698,693;1;NULL;NULL;NULL;569826308;S;N;NULL
REMOOSP;MOOSP;MONTECCHIO - OSPEDALE;NULL;615046,562;951502,269;1;NULL;NULL;NULL;150215046;S;N;NULL
REMORSI;MORSI;MORSIANO;NULL;620330,263;907033,5;1;NULL;NULL;NULL;703320330;S;N;NULL
REMTIFC;MTIFC;MONTECAVOLO - INC. VIA F.LLI CERVI;NULL;622228,729;943438,947;1;NULL;NULL;NULL;343822228;S;N;NULL
REMTOLO;MTOLO;MONTECAVOLO;NULL;622079,445;943425,869;1;NULL;NULL;NULL;342522079;S;N;NULL
REMTSCU;MTSCU;MONTECAV-SCUOLE;NULL;621742,96;943440,734;1;NULL;NULL;NULL;344021742;S;N;NULL
REMTUPT;MTUPT;MONTECAVOLO - UFFICIO POSTALE;NULL;621748,125;943554;1;NULL;NULL;NULL;355421748;S;N;NULL
REMURAG;MURAG;MURAGLIONE;NULL;631896,094;924820,107;1;285;Baiso;NULL;482031896;S;N;NULL
RENOCET;NOCET;NOCETOLO;NULL;619969,774;962501,252;1;NULL;NULL;NULL;250119969;S;N;NULL
RENODON;NODON;NOVELLARA-DONDIV;NULL;637429,401;967639,546;1;NULL;NULL;NULL;763937429;S;N;NULL
RENOPNO;NOPNO;NOVELLARA - VIA PROVINCIALE NORD;NULL;637341,913;967764,549;1;NULL;NULL;NULL;776437341;S;N;NULL
RENOVI;NOVI;NOVI ;NULL;650156,739;973165,166;1;68;Novi Di Modena;NULL;316550156;S;N;NULL
REOSMN;OSMN;OSPEDALE S.M.N.;NULL;629189,87;949444,314;1;NULL;NULL;NULL;944429189;S;N;NULL
REOSPIZ;OSPIZ;OSPIZIO - CHIESA;NULL;630874,856;950213,637;1;NULL;NULL;NULL;21330874;S;N;NULL
REP344017;P344017;PUIANELLO - LE FORCHE 2;NULL;624722,759;943385,044;1;NULL;NULL;N;338524722;S;N;NULL
REP344018;P344018;PUIANELLO - LE FORCHE 2;NULL;624705,228;943393,168;1;NULL;NULL;N;339324705;S;N;NULL
REP344030;P344030;CASINA-SS;NULL;618866,041;930328,103;1;NULL;NULL;N;32818866;S;N;NULL
REP344554;P344554;CROCE STATALE;NULL;613358,721;921364,606;2;NULL;NULL;N;136413358;S;N;NULL
REPANTA;PANTA;PANTANO;NULL;620237,167;927012,994;1;NULL;NULL;NULL;701220237;S;N;NULL
REPBISM;PBISM;PIETRA DI BISMANTOVA;NULL;612471,877;919424,126;NULL;NULL;NULL;S;942412471;S;N;NULL
REPCAST;PCAST;PORTA CASTELLO;NULL;629199,254;950244,552;1;NULL;NULL;NULL;24429199;S;N;NULL
REPECOR;PECOR;PECORILE;NULL;619803,937;938442,657;1;NULL;NULL;NULL;844219803;S;N;NULL
REPGRAM;PGRAM;PARK PIAZZA GRAMSCI;NULL;611762,801;921492,691;NULL;NULL;NULL;NULL;149211762;S;N;NULL
REPIEVE;PIEVE;PIEVE MODOLENA;NULL;625757,282;952593,227;1;NULL;NULL;NULL;259325757;S;N;NULL
REPIOLO;PIOLO;PIOLO;NULL;608087,908;909760,908;1;NULL;NULL;NULL;976008087;S;N;NULL
REPISAL;PISAL;PIEVE SALICETO;NULL;626595,093;972918,511;1;NULL;NULL;NULL;291826595;S;N;NULL
REPMONT;PMONT;PIAZZA DEL MONTE;NULL;629305,067;950950,868;1;NULL;NULL;NULL;95029305;S;N;NULL
REPNERU;PNERU;PIAZZA NERUDA;NULL;629930,069;949651,556;1;NULL;NULL;NULL;965129930;S;N;NULL
REPONTE;PONTE;PONTENOVO;NULL;613956,422;943314,455;1;NULL;NULL;NULL;331413956;S;N;NULL
REPORTALI;PORTALI;NULL;NULL;655190,745;945288,171;NULL;326;Carpi;S;528855190;S;N;NULL
REPOVIG;POVIG;POVIGLIO;NULL;621996,146;966810,115;1;NULL;NULL;NULL;681021996;S;N;NULL
REPQUAR;PQUAR;PIAZZA QUARNARO;NULL;629039,387;949243,992;1;NULL;NULL;NULL;924329039;S;N;NULL
REPRALO;PRALO;PRATICELLO;NULL;616738,766;962502,868;1;NULL;NULL;NULL;250216738;S;N;NULL
REPRAPC;PRAPC;PRATICELLO - INC. PIAZZA CERVI;NULL;616722,088;962605,116;1;NULL;NULL;NULL;260516722;S;N;NULL
REPRATO;PRATO;PRATO;NULL;638251,631;953017,159;1;186;Correggio;NULL;301738251;S;N;NULL
REPRBAR;PRBAR;PARMA - BARILLA CENTER;NULL;606015,645;961666,845;1;NULL;NULL;NULL;166606015;S;N;NULL
REPREMU;PREMU;INC. VIA PREMUDA;NULL;628363,446;950563,842;1;NULL;NULL;NULL;56328363;S;N;NULL
REPROSP;PROSP;S. PROSPERO;NULL;629373,181;952440,353;1;NULL;NULL;NULL;244029373;S;N;NULL
REprova;prova;NULL;NULL;626480,314;942611,002;1;NULL;NULL;N;261126480;S;N;NULL
REPROVE;PROVE;PIAZZA ROVERSI;NULL;629185,907;950626,719;1;NULL;NULL;NULL;62629185;S;N;NULL
REPRSCR;PRSCR;PARMA - PIAZZALE S. CROCE;NULL;603976,653;962110,505;1;NULL;NULL;NULL;211003976;S;N;NULL
REPRSPR;PRSPR;S. PROSPERO;NULL;610711,271;959524,287;1;NULL;NULL;NULL;952410711;S;N;NULL
REPSCRO;PSCRO;PORTA S. CROCE;NULL;629703,176;951405,001;1;NULL;NULL;NULL;140529703;S;N;NULL
REPSPIE;PSPIE;PORTA S. PIETRO;NULL;630024,687;950619,282;1;NULL;NULL;NULL;61930024;S;N;NULL
REPTSCU;PTSCU;PRATISSOLO - SCUOLE;NULL;633073,823;940450,219;1;NULL;NULL;NULL;45033073;S;N;NULL
REPTSLO;PTSLO;PRATISSOLO;NULL;633468,628;940834,237;1;NULL;NULL;NULL;83433468;S;N;NULL
REPU226;PU226;PUIANELLO 26;NULL;624706,024;943407,839;NULL;NULL;NULL;NULL;340724706;S;N;NULL
REPUIAN;PUIAN;PUIANELLO;NULL;624080,504;942662,867;1;NULL;NULL;NULL;266224080;S;N;NULL
REPUPGR;PUPGR;PUIANELLO - PIAZZA GRAMSCI;NULL;624145,155;942794,212;1;NULL;NULL;NULL;279424145;S;N;NULL
REPZGIO;PZGIO;PIAZZA GIOBERTI;NULL;628961,873;951089,062;1;NULL;NULL;NULL;108928961;S;N;NULL
REQCAST;QCAST;QUATTRO CASTELLA;NULL;616869,019;943802,864;1;NULL;NULL;NULL;380216869;S;N;NULL
REQCFOR;QCFOR;QUATTRO CASTELLA - LA FORNACE;NULL;616903,657;945395,438;1;NULL;NULL;NULL;539516903;S;N;NULL
REQUAQ;QUAQ;QUARQUA;NULL;613538,188;922812,569;NULL;NULL;NULL;S;281213538;S;N;NULL
REQUARA;QUARA;QUARA;NULL;620155,571;912456,213;1;NULL;NULL;NULL;245620155;S;N;NULL
REQUE;QUE;SASSUOLO - SCUOLA E. MORANTE ;NULL;641178,606;933235,634;1;156;Sassuolo;NULL;323541178;S;N;NULL
RERAMIS;RAMIS;RAMISETO;NULL;601944,402;918611,453;1;NULL;NULL;NULL;861101944;S;N;NULL
RERECIS;RECIS;REGINA PACIS;NULL;628022,375;950783,192;1;NULL;NULL;NULL;78328022;S;N;NULL
REREGNA;REGNA;REGNANO;NULL;625159,915;935333,317;1;NULL;NULL;NULL;533325159;S;N;NULL
REREGRO;REGRO;REGGIOLO-ROCCA;NULL;642329,541;975633,318;NULL;NULL;NULL;NULL;563342329;S;N;NULL
RERILOC;RILOC;RIVALTA - LOCANDA;NULL;626124,781;946806,282;1;NULL;NULL;NULL;680626124;S;N;NULL
RERISOR;RISOR;VIALE RISORGIMENTO;NULL;629885,267;950355,347;NULL;NULL;NULL;S;35529885;S;N;NULL
RERIVA;RIVA;RIVA DI CAVOLA;NULL;620403,125;917613,938;1;NULL;NULL;NULL;761320403;S;N;NULL
RERIVAC;RIVAC;RIVA DI CAVOLA;NULL;620403,85;917623,533;1;NULL;NULL;NULL;762320403;S;N;NULL
REROCHI;ROCHI;RONCADELLA - CHIESA;NULL;635051,82;946796,727;1;NULL;NULL;NULL;679635051;S;N;NULL
REROCIM;ROCIM;ROTEGLIA-CIMIT;NULL;634484,875;927546,938;NULL;54;Roteglia;NULL;754634484;S;N;NULL
REROCPI;ROCPI;RONCOPIANIGI;NULL;613686,892;907215,553;1;NULL;NULL;NULL;721513686;S;N;NULL
REROIBE;ROIBE;ROVETTO - INC. BELEO;NULL;617482,97;929345,829;1;NULL;NULL;NULL;934517482;S;N;NULL
RERONCI;RONCI;REGGIO E. - RONCINA;NULL;626361,915;950527,077;1;NULL;NULL;NULL;52726361;S;N;NULL
REROSAN;ROSAN;ROSANO;NULL;609919,981;923958,791;1;NULL;NULL;NULL;395809919;S;N;NULL
REROSEB;ROSEB;ROSEBUD;NULL;629980,125;949296,094;1;NULL;NULL;NULL;929629980;S;N;NULL
REROSSE;ROSSE;ROSSENA;NULL;613370,716;937531,906;1;NULL;NULL;NULL;753113370;S;N;NULL
REROSTA;ROSTA;ROSTA NUOVA;NULL;629735,553;949412,4;1;NULL;NULL;NULL;941229735;S;N;NULL
REROTEG;ROTEG;ROTEGLIA;NULL;633836,427;927282,919;1;54;Roteglia;NULL;728233836;S;N;NULL
REROVRM;ROVRM;ROTEGLIA - VIA RADICI IN MONTE;NULL;632799,275;925867,715;1;54;Roteglia;NULL;586732799;S;N;NULL
RERUBBI;RUBBI;RUBBIANINO;NULL;621036,678;945560,658;1;NULL;NULL;NULL;556021036;S;N;NULL
RERUINI;RUINI;VIA RUINI;NULL;630154,782;953090,687;1;NULL;NULL;NULL;309030154;S;N;NULL
RESA;SA;SASSUOLO TERMINAL BUS;NULL;642022,228;934096,744;1;156;Sassuolo;NULL;409642022;S;N;NULL
RESACHI;SACHI;SALVATERRA - CHIESA;NULL;640176,413;940231,621;1;137;Casalgrande;NULL;23140176;S;N;NULL
RESAIGI;SAIGI;SALVATERRA - INC. VIA GIORGIONE;NULL;640324,409;939353,004;1;137;Casalgrande;NULL;935340324;S;N;NULL
RESALNA;SALNA;SALVARANA;NULL;619823,484;918134,66;1;NULL;NULL;NULL;813419823;S;N;NULL
RESALRA;SALRA;SALVATERRA;NULL;640325,188;940359,688;1;137;Casalgrande;NULL;35940325;S;N;NULL
RESALVA;SALVA;SALVATERRA;NULL;640308,056;940364,273;1;137;Casalgrande;NULL;36440308;S;N;NULL
RESANGI;SANGI;S. GIROLAMO;NULL;636633,067;975618,811;1;NULL;NULL;NULL;561836633;S;N;NULL
RESANMA;SANMA;S. MARTINO;NULL;633244,249;975049,815;1;NULL;NULL;NULL;504933244;S;N;NULL
RESASTA;SASTA;SASSUOLO - STAZIONE(RE);NULL;641769,629;934091,238;1;156;Sassuolo;NULL;409141769;S;N;NULL
RESBART;SBART;S. BARTOLOMEO;NULL;621944,314;948024,953;1;NULL;NULL;NULL;802421944;S;N;NULL
RESCANDSTAZP;SCANDSTAZP;SCANDIANO STAZIONE;NULL;634427;940142,4;1;NULL;NULL;NULL;14234427;S;N;NULL
RESCMAZ;SCMAZ;SCANDIANO - VIA MAZZINI;NULL;633845,748;940127,297;1;NULL;NULL;NULL;12733845;S;N;NULL
RESCROC;SCROC;S. CROCE - CHIESA;NULL;631058,358;951532,074;1;NULL;NULL;NULL;153231058;S;N;NULL
RESELVP;SELVP;SELVAPIANA;NULL;612313,365;935632,817;1;NULL;NULL;NULL;563212313;S;N;NULL
RESESSO;SESSO;SESSO;NULL;627920,782;955312,375;1;NULL;NULL;NULL;531227920;S;N;NULL
RESFAPI;SFAPI;S. FAUSTINO - PIEVE;NULL;641222,372;949112,79;1;97;Rubiera;S;911241222;S;N;NULL
RESGIAC;SGIAC;S. GIACOMO;NULL;631279,6;972774,313;1;NULL;NULL;NULL;277431279;S;N;NULL
RESGIOF;SGIOF;SGIOVANNI FOSSA;NULL;634720,408;963943,95;1;NULL;NULL;NULL;394334720;S;N;NULL
RESGIQE;SGIQE;S. GIOVANNI DI QUERCIOLA;NULL;623744,853;931923,666;1;NULL;NULL;NULL;192323744;S;N;NULL
RESILCI;SILCI;S. ILARIO - VIA FERRARI;NULL;614742,867;957456,662;1;NULL;NULL;NULL;745614742;S;N;NULL
RESMACH;SMACH;S. MAURIZIO - CHIESA;NULL;632465,493;949485,563;1;NULL;NULL;NULL;948532465;S;N;NULL
RESMARO;SMARO;S. MARTINO IN RIO - VIA ROMA;NULL;641422,765;955133,766;1;117;San Martino In Rio;NULL;513341422;S;N;NULL
RESMART;SMART;S. MARTINO IN RIO;NULL;641763,525;955416,749;1;117;San Martino In Rio;NULL;541641763;S;N;NULL
RESMFOS;SMFOS;S.MARIA FOSSA;NULL;634032,812;962755,312;1;NULL;NULL;NULL;275534032;S;N;NULL
RESPA63;SPA63;SPARAVALLE - SS 63;NULL;606261,683;917886,97;1;NULL;NULL;NULL;788606261;S;N;NULL
RESPARA;SPARA;SPARAVALLE - INC. RAMISETO;NULL;606195,675;917900,503;1;NULL;NULL;NULL;790006195;S;N;NULL
RESPROS;SPROS;PARMA-S. PROSPERO;NULL;610754,197;959527,799;1;NULL;NULL;NULL;952710754;S;N;NULL
RESRIGO;SRIGO;S. RIGO;NULL;624960,623;947072,286;1;NULL;NULL;NULL;707224960;S;N;NULL
RESROCC;SROCC;S. ROCCO;NULL;631105,657;970608,563;1;NULL;NULL;NULL;60831105;S;N;NULL
RESRUCH;SRUCH;S. RUFFINO - CHIESA;NULL;635370,405;937997,12;1;NULL;NULL;NULL;799735370;S;N;NULL
RESSAVI;SSAVI;S. SAVINO;NULL;625786,095;963221,748;1;NULL;NULL;NULL;322125786;S;N;NULL
RESSIST;SSIST;S. SISTO;NULL;618394,567;967203,371;1;NULL;NULL;NULL;720318394;S;N;NULL
RESSISTO;SSISTO;S. SISTO;NULL;618381;967198,438;1;NULL;NULL;NULL;719818381;S;N;NULL
RESSSIT;SSSIT;S. SISTO;NULL;618408,812;967195;1;NULL;NULL;NULL;719518408;S;N;NULL
RESTAFS;STAFS;REGGIO EMILIA - STAZIONE FS;NULL;630233,439;950826,929;1;NULL;NULL;NULL;82630233;S;N;NULL
RESTIOL;STIOL;STIOLO - VIA STRADONE;NULL;641199,56;952998,766;1;117;San Martino In Rio;NULL;299841199;S;N;NULL
RESTOMF;STOMF;S. TOMASO FOSSA;NULL;633192,073;961553,229;1;NULL;NULL;NULL;155333192;S;N;NULL
RESUCCI;SUCCI;SUCCISO;NULL;595479,643;913835,627;1;NULL;NULL;NULL;383595479;S;N;NULL
RESUZPZ;SUZPZ;SUZZARA - PIAZZA LUPPI;NULL;637530,183;983548,42;1;NULL;NULL;NULL;354837530;S;N;NULL
RESVBET;SVBET;S. VITTORIA - BETTOLA;NULL;628879,14;968544,761;1;NULL;NULL;NULL;854428879;S;N;NULL
RESVICA;SVICA;LA SVOLTA - INC. CAVOLA;NULL;626334,122;917107,755;1;NULL;NULL;NULL;710726334;S;N;NULL
RESVITO;SVITO;LA SVOLTA - INC. TOANO;NULL;626409,44;917177,612;1;NULL;NULL;NULL;717726409;S;N;NULL
RESVITT;SVITT;S. VITTORIA;NULL;629422,58;968329,113;1;NULL;NULL;NULL;832929422;S;N;NULL
RETAGLI;TAGLI;TAGLIATA;NULL;632850,974;976937,677;1;NULL;NULL;NULL;693732850;S;N;NULL
RETANET;TANET;TANETO;NULL;615242,751;958940,043;1;NULL;NULL;NULL;894015242;S;N;NULL
RETAVER;TAVER;CASTELNOVO MONTI - TAVERNELLE;NULL;610345,355;920531,106;1;NULL;NULL;NULL;53110345;S;N;NULL
RETERME;TERME;MONTICELLI TERME;NULL;610468;953783,875;1;NULL;NULL;NULL;378310468;S;N;NULL
RETIMAV;TIMAV;VIALE TIMAVO;NULL;628630,781;951150,775;1;NULL;NULL;NULL;115028630;S;N;NULL
RETOANO;TOANO;TOANO;NULL;624296,495;915029,1;1;NULL;NULL;NULL;502924296;S;N;NULL
RETONDO;TONDO;TONDO;NULL;628754,109;952279,481;1;NULL;NULL;NULL;227928754;S;N;NULL
RETRIBE;TRIBE;TRIBUNALE EXTRA;NULL;629662,442;951991,596;1;NULL;NULL;NULL;199129662;S;N;NULL
RETRIBS;TRIBS;REGGIO EMILIA - TRIBUNALE;NULL;629658,486;952042,72;1;NULL;NULL;NULL;204229658;S;N;NULL
RETRIBU;TRIBU;VIA PATERLINI - TRIBUNALE;NULL;629660,207;952095,996;1;NULL;NULL;NULL;209529660;S;N;NULL
RETRINI;TRINI;TRINITA';NULL;612534,071;931996,425;1;NULL;NULL;NULL;199612534;S;N;NULL
REVALES;VALES;VALESTRA;NULL;626223,167;923911,419;1;NULL;NULL;NULL;391126223;S;N;NULL
REVARGI;VARGI;VILLA ARGINE;NULL;629713,592;960578,287;1;NULL;NULL;NULL;57829713;S;N;NULL
REVE467;VE467;VEGGIA - INC. SASSUOLO;NULL;640399,63;934661,274;1;137;Veggia;NULL;466140399;S;N;NULL
REVEAUT;VEAUT;VEGGIA - AUTOSALONE;NULL;640068,485;933963,365;1;137;Casalgrande;NULL;396340068;S;N;NULL
REVECCH;VECCH;LA VECCHIA;NULL;621470,617;936135,776;1;NULL;NULL;NULL;613521470;S;N;NULL
REVEDRI;VEDRI;VEDRIANO;NULL;611332,268;929953,843;1;NULL;NULL;NULL;995311332;S;N;NULL
REVEFIUME;VEFIUME;NULL;NULL;654759,87;944887,257;NULL;326;Carpi;S;488754759;S;N;NULL
REVEGGI;VEGGI;VEGGIA;NULL;640325,906;934586,844;1;137;Veggia;NULL;458640325;S;N;NULL
REVEGGIA;VEGGIA;VEGGI;NULL;640331,312;934604,672;1;137;Veggia;NULL;460440331;S;N;NULL
REVENTO;VENTO;VENTOSO;NULL;634051,785;938330,713;1;NULL;NULL;NULL;833034051;S;N;NULL
REVETTO;VETTO;VETTO;NULL;606484,389;926672,867;1;NULL;NULL;NULL;667206484;S;N;NULL
REVEZ24;VEZ24;VEZZANO24;NULL;622404,756;939567,63;NULL;NULL;NULL;NULL;956722404;S;N;NULL
REVEZPI;VEZPI;VEZZANO - PINETINA;NULL;622011,777;938693,771;1;NULL;NULL;NULL;869322011;S;N;NULL
REVEZZ;VEZZ;VEZZANO;NULL;622795,357;940013,376;NULL;NULL;NULL;NULL;1322795;S;N;NULL
REVIANO;VIANO;VIANO;NULL;628798,313;933635;1;NULL;NULL;NULL;363528798;S;N;NULL
REVIC;VIC;VILLAGGIO CROSTOLO;NULL;628339,531;953838,688;1;NULL;NULL;NULL;383828339;S;N;NULL
REVICNU;VICNU;VIANO - CASE NUOVE;NULL;629324,5;934092,5;1;NULL;NULL;NULL;409229324;S;N;NULL
REVIL43;VIL43;VILLANOVA - SP 43;NULL;645108,215;975328,949;1;NULL;NULL;NULL;532845108;S;N;NULL
REVILPA;VILPA;VILLAPRARA;NULL;619369,651;921731,357;1;NULL;NULL;NULL;173119369;S;N;NULL
REVILTA;VILTA;VILLAROTTA;NULL;638160,038;976107,441;1;NULL;NULL;NULL;610738160;S;N;NULL
REVILUN;VILUN;VILLALUNGA;NULL;640269,88;936127,876;NULL;137;Casalgrande;NULL;612740269;S;N;NULL
